Engine RPM,Lub Oil Pressure,Fuel Pressure,Coolant Pressure,Lub Oil Temp,Coolant Temp,RPM_x_OilPressure,RPM_x_FuelPressure,RPM_x_CoolantPressure,OilTemp_x_OilPressure,CoolantTemp_x_CoolantPressure,RPM_squared,OilPressure_squared,TempDiff,OilFuelPressureRatio,CoolantOilPressureRatio,OilHealthIndex,CoolantStress,OilTempPerRPM,CoolantTempPerRPM,PressureSum,TempSum,Engine Condition
626,5.128554564,4.249362715,1.545277641,78.25741258,78.96126358,3210.475157064,2660.10105959,967.343803266,401.34741045399,122.0170751152816,391876,26.30207191592523,-0.7038510000000002,1.2068994108215563,0.30130855008125634,0.06553442452780843,51.09839836322438,0.1250118409824092,0.12613620360042138,10.92319492,157.21867615999997,1
653,1.884876027,3.501163486,1.607978826,75.93674288,80.96149932,1230.824045631,2286.259756358,1050.010173378,143.13134622297494,130.18437662777342,426409,3.5527576371593046,-5.024756440000004,0.5383568908393184,0.8530948189014137,0.024821659853872576,50.34982280928194,0.11628903945438125,0.12398391913631866,6.994018339,156.8982422,0
732,2.797571755,6.597667801,2.64426643,78.3500654,76.01622103,2047.82252466,4829.492830332,1935.6030267600001,219.1899299654428,201.00714140508902,535824,7.826407724373779,2.3338443700000084,0.424024278784042,0.9452002366244091,0.03570605467923381,28.74755411180177,0.10703560832372186,0.10384729634720315,12.039505986,154.36628643,1
1025,5.040081734,9.139648218,1.935332715,75.68648712,87.25521894,5166.08377735,9368.13942345,1983.7160328749999,381.46608124413825,168.86787976906962,1050625,25.40242388540045,-11.56873182000001,0.551452425993971,0.38398828295900744,0.0665915655382109,45.08536086759591,0.07384047516698489,0.0851270427852419,16.115062667,162.94170606,1
633,3.269891023,14.05924002,2.390701335,75.88579051,87.96347808,2069.841017559,8899.49893266,1513.3139450550002,248.1382651619076,210.29440447709925,400689,10.692187302295986,-12.077687569999995,0.23257948408085546,0.7311254678087576,0.0430896345407309,36.79399011420633,0.11988276522925315,0.13896284034918982,19.719832378,163.84926859,1
571,2.538042477,5.814133967,2.084958538,77.24715715,77.16663806,1449.222254367,3319.870495157,1190.511325198,196.05656607419428,160.88924087195275,326041,6.441659615056294,0.0805190900000099,0.43652968006513077,0.8214825935387237,0.03285612749755248,37.01109621245801,0.13528398776657796,0.1351429735986988,10.437134982,154.41379521,1
938,2.397442035,7.823113187,1.854125859,74.61376877,81.97790976,2248.8006288300003,7338.080169406,1739.170055742,178.88218563896822,151.9973623527845,879844,5.747728311184941,-7.36414099000001,0.30645622417015606,0.7733763980757107,0.03213136184366791,44.2137545023288,0.07954559561882132,0.08739649218827666,12.074681081,156.59167853,1
1188,5.024794043,6.545818696,1.982919736,83.27693795,75.44236854,5969.455323084,7776.432610848001,2355.708646368,418.44946173044065,149.59616150855152,1411344,25.248555174568285,7.83456941,0.7676340437654486,0.3946269885698898,0.060338361452225306,38.04608382490585,0.0700984325588397,0.06350367716876795,13.553532475,158.71930649,1
732,2.156715459,15.50727555,1.636698948,73.51689741,85.08649442,1578.715715988,11351.3257026,1198.063629936,158.55502914186405,139.26097590622186,535824,4.65142157108958,-11.569597009999995,0.13907764216663823,0.7588846188705235,0.029336322745447008,51.98661765950028,0.10043291982181295,0.11623838019639565,19.300689957,158.60339183,1
516,2.781434902,3.43391761,2.312806856,81.0532459,72.43674572,1435.220409432,1771.90148676,1193.408337696,225.44432706664838,167.53220212754465,266256,7.736380114063749,8.616500179999989,0.8099885925950936,0.8315154249418327,0.03431614411982304,31.31982863690169,0.1570799336103102,0.140381289882982,8.528159368,153.48999162,1
560,4.075894306,8.533398598,2.391851973,76.69988509,72.55116228,2282.50081136,4778.70321488,1339.43710488,312.6206249091853,173.5316406428612,313600,16.612914393683223,4.148722809999995,0.47764015492199396,0.5868286090368975,0.05314081302829221,30.33261789038903,0.13696408027327842,0.12955564669722205,15.001144877,149.25104736999998,0
470,2.424015876,6.258882149,2.821352637,75.91044642,83.82076869,1139.28746172,2941.6746100299997,1326.03573939,184.00812727632734,236.4879467788985,220900,5.875852967100047,-7.910322269999995,0.38729208043887065,1.1639162519592954,0.03193257263507247,29.709415930974266,0.1615115877840179,0.178342060663102,11.504250662,159.73121511,1
1223,2.577140609,5.318526121,2.944162743,76.53456259,84.00593946,3151.842964807,6504.5574459829995,3600.7110346890004,197.2403292427412,247.32715714884554,1495729,6.641653718556892,-7.47137687,0.4845590800551265,1.142414034493981,0.03367289872855209,28.5330391897296,0.06257936429061375,0.0686884214156268,10.839829473,160.54050205,1
619,2.110005323,2.900864827,2.133385036,76.79202383,81.17253497,1306.093294937,1795.6353279129999,1320.565337284,162.03157904524286,173.1722714391847,383161,4.452122463088335,-4.380511139999996,0.727370877812061,1.0110799255647536,0.02747688093485059,38.04868579818528,0.12405819661703038,0.1311349512744185,7.1442551860000005,157.96455880000002,0
358,1.765677946,7.418764176,3.320725477,77.69480209,77.5834181,632.112704668,2655.917575008,1188.819720766,137.18399856914772,257.6332330774129,128164,3.117618608990779,0.1113839899999931,0.23800159515926428,1.8807074097603245,0.0227258178897072,23.36338708934864,0.21702458623736148,0.21671345777454343,12.505167599,155.27822019,1
604,3.578812321,3.735994317,3.462469505,77.45466708,83.76922437,2161.602641884,2256.540567468,2091.33158102,277.19571686485705,290.04838483862784,364816,12.807897628941408,-6.31455729000001,0.9579274108602958,0.967490951451055,0.04620525024138739,24.19348388644252,0.12823620356252283,0.13869076859488283,10.777276143,161.22389145,1
803,2.985148949,10.23381213,0.882704644,76.09348196,76.73191663,2397.074606047,8217.75114039,708.8118291320001,227.1503776986445,67.73161915232183,644809,8.911114247715805,-0.6384346699999952,0.29169469005146864,0.2956985944025018,0.03923002119076611,86.9280910930711,0.09476149671885244,0.09555655857340403,14.101665723,152.82539859000002,0
486,3.954290507,5.81423349,1.731194168,88.32997475,70.01320382,1921.7851864020001,2825.71747614,841.360365648,349.2823806374747,121.20645013617933,236196,15.636413413750317,18.316770930000004,0.6801050961740622,0.4378013520084168,0.04476725452967194,40.442120630965164,0.18174891886471417,0.1440600898681891,11.499718165,158.34317857000002,0
1270,5.811424605,3.890359233,1.577464143,79.67575752,68.77957182,7380.50924835,4940.75622591,2003.3794616100001,463.0296576737418,108.49730831694326,1612900,33.7726559395994,10.896185700000004,1.4938011538634808,0.2714418544122445,0.07293842836201216,43.60132591532008,0.06273681689548281,0.05415714312271091,11.279247981000001,148.45532934,1
976,3.403510856,5.733091538,3.250216565,78.16816718,70.37597564,3321.826595456,5595.497341088,3172.2113674400002,266.0462055907529,228.73716180316447,952576,11.583886146909853,7.792191540000005,0.593660547678395,0.9549596718078833,0.04354088032564153,21.65269685261823,0.08009033514335007,0.07210653234415314,12.386818959000001,148.54414282,1
486,2.109286615,7.71045899,2.875019363,76.42007937,80.21192404,1025.11329489,3747.28306914,1397.259410418,161.19185053237862,230.61083475848517,236196,4.449090024218157,-3.7918446700000032,0.27356170938382623,1.363028608594945,0.027601209064261025,27.899602059270702,0.15724296134312146,0.16504511085381665,12.694764968,156.63200340999998,0
554,2.306515589,9.34525279,2.797016163,77.04629608,80.36764896,1277.809636306,5177.27004566,1549.546954302,177.7084829832296,224.78961312343012,306916,5.320014162300017,-3.321352879999992,0.24681144470020863,1.2126581600753445,0.02993674811659099,28.73334136920346,0.13907273635546438,0.14506795814969684,14.448784542,157.41394504,1
776,2.518025261,5.263035167,2.80917521,88.14670965,85.33793457,1953.987602536,4084.115289592,2179.91996296,221.95564157273247,239.729210266646,602176,6.340451215034118,2.8087750800000038,0.47843586498386304,1.1156258588361083,0.028566298644973884,30.378277541372174,0.11359112053660939,0.10997156502580985,10.590235638,173.48464422,1
971,4.263144802,12.66540209,2.321093731,76.34903649,80.79543787,4139.513602742,12298.10542939,2253.782012801,325.48699805005185,187.533784333457,942841,18.17440360281962,-4.4464013799999975,0.33659764096777756,0.5444556294347448,0.05583757100485223,34.80919446798744,0.07862928569657128,0.08320848381749898,19.249640623,157.14447436,1
685,3.676548886,7.577544239,1.521748955,76.50691434,67.09508974,2518.43598691,5190.617803715,1042.398034175,281.2814106880244,102.10188269747624,469225,13.517011711147841,9.411824599999989,0.48518996192561037,0.4139067882077964,0.04805511854269983,44.09074534193103,0.11168892588074608,0.09794903597379703,12.77584208,143.60200408,0
892,2.785576777,6.017582225,1.515863559,75.01025614,74.29215491,2484.734485084,5367.6833447,1352.150294628,208.94682754040565,112.61677034765192,795664,7.759437980561708,0.718101230000002,0.46290623209452997,0.544182816044917,0.03713594491218672,49.009757810427175,0.08409221530931366,0.08328716908824307,10.319022561,149.30241105,1
498,5.643340094,5.903941256,2.61257059,80.01461794,66.58762306,2810.383366812,2940.1627454880004,1301.0601538199999,451.54970152689367,173.96486566456178,248004,31.84728741654793,13.426994879999995,0.9558596356976292,0.4629474891704995,0.07052886295980154,25.487386954246105,0.1606719232516628,0.1337100861973693,14.15985194,146.602241,1
621,4.430691786,9.945979303,1.448946567,75.83255821,75.24289129,2751.4595991059996,6176.453147163,899.795818107,335.99069277241387,109.0229290257997,385641,19.63102970252787,0.5896669199999991,0.4454756244252337,0.3270248326804214,0.058427301309062596,51.929340304416975,0.12211362010931785,0.12116407595625753,15.825617655999999,151.0754495,0
502,1.523206634,5.453378799,1.592900091,77.83359376,82.42712116,764.649730268,2737.5961570980003,799.635845682,118.556646363293,131.298168796632,252004,2.3201584498616095,-4.593527399999999,0.27931424000201016,1.0457537471874305,0.019570040914810755,51.74654071474925,0.1550469992130538,0.1641974521828736,8.569485524000001,160.26071492,1
664,2.671860351,3.514145249,1.647283095,83.87603138,93.02859169,1774.115273064,2333.392445336,1093.7959750799998,224.1050426434538,153.24442644259446,440896,7.1388377352458425,-9.152560309999998,0.7603156390432856,0.6165301557969951,0.0318548729021319,56.4739209055497,0.12631932417722994,0.14010330052695286,7.833288694999999,176.90462307,0
1062,3.105563169,5.883883469,2.167572327,77.68394919,88.10052523,3298.108085478,6248.684244078,2301.961811274,241.2524114269314,190.96426048271329,1127844,9.644522596649322,-10.416576039999995,0.5278083186986519,0.6979641086269887,0.03997689563165093,40.644772720069554,0.07314872798196918,0.08295717998779926,11.157018965,165.78447442,0
614,4.188013618,10.23911465,2.257825218,76.15212034,79.85402792,2571.440361452,6286.8163951,1386.304683852,318.9261170234948,180.29643799665206,376996,17.539458064553454,-3.7019075799999968,0.40902102888153247,0.5391158875845165,0.05499536381004512,35.36765907109331,0.12402625442341,0.1300554198533299,16.684953486,156.00614825999997,1
760,4.908027752,2.594569545,1.747730142,77.87348236,118.371957,3730.10109152,1971.8728542000001,1328.27490792,382.20521256776243,206.88223721642788,577600,24.08873641440217,-40.49847464,1.8916532300338742,0.35609614986216365,0.06302566085699239,67.7289281831656,0.10246510823359854,0.15575257479506238,9.250327439,196.24543935999998,0
787,2.697567175,6.629353471,1.415264563,75.99733919,74.08893348,2122.985366725,5217.301181677,1113.813211081,205.00792758628512,104.85544206470826,619369,7.276868663637481,1.908405710000011,0.4069124960507788,0.5246445951268682,0.0354955471896233,52.349845440279395,0.09656586924197476,0.09414095728825798,10.742185208999999,150.08627267,0
1280,2.447431979,8.028257416,2.123220975,77.25014976,73.38370256,3132.7129331200003,10276.169492480001,2717.7228480000003,189.0644869051632,155.8098164985532,1638400,5.989923291831857,3.866447199999996,0.30485216745419724,0.8675297723035218,0.03168190553574009,34.56242607888419,0.06035167945285024,0.05733101758021014,12.59891037,150.63385232000002,0
513,2.603136525,7.516435111,0.950800087,74.6206394,86.15406342,1335.409037325,3855.931211943,487.760444631,194.2477119409941,81.91529099513951,263169,6.776319767789076,-11.533424019999998,0.34632590320170686,0.3652515773249436,0.03488493948920867,90.61207922241259,0.14545933577883172,0.16794164376619564,11.070371723,160.77470282000002,1
547,2.302282831,4.60181559,2.528199662,76.27300622,70.74148054,1259.348708557,2517.19312773,1382.925215114,175.60203268906218,178.84858719060756,299209,5.300506233917374,5.531525680000001,0.5002986942163202,1.0981268373421504,0.030184765422442982,27.980959582550728,0.13943876797177557,0.12932628959903786,9.432298083000001,147.01448676,1
914,2.007211123,7.734567094,0.839470927,83.41399258,77.93718997,1834.5909664219998,7069.394323916,767.276427278,167.42949372041545,65.42600511189102,835396,4.02889649229492,5.476802609999993,0.259511726912983,0.41822731009880415,0.02406324211146827,92.84073411307773,0.09126257383888121,0.08527044845156406,10.581249144000001,161.35118255,0
1399,3.084787577,5.685908179,1.427721081,77.49756056,85.27998424,4315.617820223,7954.585542421,1997.3817923190002,239.06351206329316,121.75603128679577,1957201,9.515914395213532,-7.782423680000008,0.5425319821134624,0.46282623439577136,0.03980496308405398,59.73150193227277,0.05539496819485706,0.060957815710537655,10.198416837,162.7775448,1
851,5.94537987,7.395427624,2.201839479,84.18063602,79.45474198,5059.51826937,6293.5089080239995,1873.7653966290002,500.4858588371049,174.94658768532264,724201,35.34754179860122,4.72589404,0.803926340483602,0.3703445628034256,0.07062645378399159,36.08560326590307,0.09891966618223305,0.0933663241911089,15.542646973,163.635378,0
701,4.654823161,8.066340151,2.06197014,75.84622292,73.95967038,3263.0310358610004,5654.504445851,1445.44106814,353.0507551223851,152.50263188780247,491401,21.667378660182035,1.8865525399999967,0.5770674800213395,0.44297487266565727,0.06137185110111412,35.86843139812325,0.10819717947475438,0.10550594903636813,14.783133452000001,149.8058933,1
459,2.360940984,8.118233522,2.6055044,75.00856685,78.58390589,1083.671911656,3726.2691865980005,1195.9265196000001,177.09079962726875,204.75071256558093,210681,5.574042329930888,-3.575339040000003,0.2908195097840511,1.1035867961421284,0.0314756174084185,30.160715034403687,0.16341735661564843,0.17120676627188067,13.084678906,153.59247274,1
988,0.884351767,5.922840354,2.81684863,77.81978864,72.12313918,873.7395457959999,5851.766269752,2783.04644644,68.82006759135052,203.15996579048232,976144,0.7820780477960222,5.696649460000003,0.14931208083139888,3.1852092684185607,0.0113640986578231,25.604185048386835,0.07876496817938768,0.0729991286508106,9.624040750999999,149.94292782,1
707,1.866821211,5.970305971,3.333413569,76.18730332,86.34314866,1319.842596177,4221.0063214970005,2356.723393283,142.22807384666672,287.81742333342817,499849,3.4850214338395062,-10.155845339999999,0.3126842924606464,1.7856084791354565,0.02450304847588549,25.90231334049227,0.10776139068209138,0.12212609411297581,11.170540751,162.53045198,0
1403,3.336986422,7.314022791,2.352230511,77.51915084,76.32678812,4681.791950066,10261.573975773,3300.1794069330003,258.68035379804985,179.53819982249635,1968409,11.13547838061236,1.1923627199999913,0.4562449504342882,0.704896427086383,0.043047251457131015,32.448671724302905,0.055252423937810095,0.05440255742380431,13.003239724,153.84593896,0
1429,2.157448086,6.779807968,1.905994343,87.20919748,82.94249281,3082.993314894,9688.345586272,2723.6659161469997,188.14931618482203,158.08792209017818,2042041,4.654582243785064,4.266704669999996,0.31821664831309154,0.8834481218436502,0.02473876751080077,43.516629311092714,0.061028129754353996,0.05804233222670235,10.843250397,170.15169029,0
762,3.279911977,6.909968298,2.346030123,84.01399043,86.02742624,2499.292926474,5265.395843076,1787.6749537259998,275.5584934469204,201.8229333632006,580644,10.757822576868048,-2.01343580999999,0.4746637554452416,0.7152720634514566,0.039040068459701795,36.66934568625499,0.11025458047210686,0.11289688468123768,12.535910398,170.04141667,1
787,3.665917659,2.694815332,1.829802431,83.97411023,80.77325783,2885.077197633,2120.819666284,1440.054513197,307.84217359096954,147.7991035371238,619369,13.438952282568042,3.200852399999988,1.3603590031233341,0.49913885200582675,0.04365533145041898,44.143133880701534,0.10670153764078584,0.10263438084798682,8.190535422,164.74736805999999,1
1458,3.358278627,9.51353904,1.117859353,76.8239605,68.91954676,4896.370238166,13870.739920319998,1629.838936674,257.9962645886422,77.04235995018685,2125764,11.278035336565004,7.904413739999995,0.3529998941382497,0.3328666689970067,0.043713947594332274,61.6530916183231,0.05269133089664517,0.047269922299540516,13.989677019999998,145.74350726,0
1042,3.21371837,5.190764287,3.654455391,79.14126623,88.60394867,3348.69454154,5408.776387054,3807.942517422,254.33774110841165,323.7991778809687,1085764,10.327985761675457,-9.462682439999995,0.6191222666238809,1.137142037078365,0.04060736556896803,24.245452453122457,0.07595131108833847,0.08503258021589961,12.058938048000002,167.7452149,1
1003,4.139650046,6.975029337,2.264614292,76.99384133,75.05376481,4152.068996137999,6995.954425010999,2271.408134876,318.7275588034512,169.96782845713267,1006009,17.136702503347802,1.940076519999991,0.5934956331359108,0.5470543934344944,0.053765988561230965,33.141949131552536,0.07676355060143215,0.07482927690445736,13.379293675,152.04760614,1
753,2.57716623,6.761055098,0.725269869,77.75597394,72.62217823,1940.60617119,5091.074488794,546.128211357,200.39007021892806,52.670677691366755,567009,6.641785777052413,5.133795710000001,0.3811780574875508,0.2814213453272879,0.033144285464733185,100.13111147029952,0.10326158544055566,0.09644379566209324,10.063491197,150.37815217000002,0
983,3.940925801,11.17355254,1.897122216,75.44639759,80.76367379,3873.930062383,10983.60214682,1864.8711383280001,297.3286548549352,153.21855979278592,966289,15.530896168987493,-5.317276199999995,0.3527012052962339,0.48138986380528814,0.05223477693635529,42.571654338976785,0.07675116735834063,0.08216040051662217,17.011600557,156.21007138,1
1062,3.690162632,8.882507185,1.24206924,76.14832795,69.91345089,3918.9527151839998,9433.22263047,1319.07753288,280.9997142903711,86.83734681271962,1127844,13.617300250609166,6.234877060000002,0.4154415121431155,0.33658920412882115,0.04846019187660716,56.28783996145017,0.07170275694754918,0.06583187459902835,13.814739056999999,146.06177884,1
746,3.107685334,5.57716929,3.268285026,73.35287012,72.23778972,2318.333259164,4160.568290339999,2438.140629396,227.95763867873086,236.0936864532127,556516,9.657708135158693,1.1150804000000107,0.557215428686507,1.0516778962673778,0.04236623988331761,22.10265232153215,0.09832824399687903,0.09683349815437868,11.95313965,145.59065984,1
625,2.13437551,4.507260959,2.81011718,77.99938124,79.60290914,1333.98469375,2817.038099375,1756.3232375000002,166.47996911380943,223.693502552293,390625,4.55555881768776,-1.603527899999989,0.4735414824820924,1.3165986257972826,0.027364005312665664,28.327246059096343,0.1247990097843216,0.12736465442021655,9.451753649,157.60229038,1
642,5.201807931,5.858721642,1.04904323,86.90491535,69.258407,3339.560691702,3761.299294164,673.4857536600001,452.0626779105136,72.65506298393463,412164,27.058805751014503,17.64650834999999,0.8878740723633662,0.2016689278508988,0.05985631365261651,66.0204832354876,0.13536591154927427,0.10787913846124746,12.109572803,156.16332235,0
511,1.792997404,6.114830369,2.838933347,75.98408536,67.44058772,916.2216734440001,3124.6783185589998,1450.6949403170001,136.2392677957944,191.4593334195867,261121,3.2148396907507393,8.543497639999998,0.2932210711631155,1.5833440457429433,0.023597012083623352,23.755599628877217,0.14869683994384178,0.13197766651276385,10.74676112,143.42467308,1
519,3.87785219,8.280679333,2.263696886,80.72269571,79.81402776,2012.6052866100001,4297.672573827,1174.858683834,313.0306823417271,180.67476609942955,269361,15.037737607487797,0.9086679499999946,0.46830115812417755,0.5837500222642518,0.04803918040463096,35.25825078232193,0.1555350588718014,0.1537842535765236,14.422228409,160.53672347,1
967,3.767958612,10.15562084,3.454069859,77.93056777,74.42633712,3643.615977804,9820.485352279999,3340.0855536530003,293.6391539670211,257.07376776196486,935089,14.197512101744968,3.5042306499999967,0.371021949356082,0.9166950325050351,0.04835020033179209,21.547426256781375,0.08059003897560492,0.07696622238162748,17.377649311,152.35690489,0
536,4.140470469,5.82613423,2.279011117,75.89731667,76.71475165,2219.292171384,3122.80794728,1221.549958712,314.25059834847644,174.83377184824408,287296,17.14349570466108,-0.8174349800000016,0.7106718786202977,0.5504230941000597,0.05455358102380749,33.66140578093293,0.1415994711350756,0.14312453639342437,12.245615816,152.61206832,1
772,1.813558367,7.969610911,2.941856754,75.47026349,73.86900716,1400.067059324,6152.539623292,2271.113414088,136.8697278119841,217.31203762492032,595984,3.2889939505157066,1.6012563299999982,0.22755918195926816,1.6221452727331644,0.024030104826786466,25.109646127370166,0.09775940853917174,0.09568524231128854,12.725026032,149.33927065,1
1103,5.60053683,7.3210788,1.735748954,77.93970042,68.25202696,6177.39212349,8075.149916400001,1914.531096262,436.5041627213765,118.46838440419978,1216609,31.366012784186452,9.68767346,0.7649878136828941,0.30992540478920394,0.07185730414618774,39.32134741107993,0.07066155970021616,0.06187853753229506,14.657364584000002,146.19172737999997,1
1128,1.964734465,4.959258504,1.352790396,77.46873174,80.7962471,2216.22047652,5594.043592512,1525.947566688,152.2054872094174,109.30038710972286,1272384,3.8601815179588366,-3.3275153600000067,0.39617496592289636,0.6885356426342109,0.025361644569481055,59.7255773054902,0.06867795360932805,0.07162787857125187,8.276783365,158.26497884,0
1454,2.063374366,6.168260371,1.260120893,83.3722561,82.71824663,3000.1463281640004,8968.650579434,1832.215778422,172.02817607232714,104.23499081078984,2114116,4.257513774265902,0.6540094700000054,0.33451474279298987,0.6107085088656622,0.024748932531898554,65.64305174721696,0.05733992850251724,0.05689012831713195,9.49175563,166.09050273,0
462,3.245520083,7.825438017,3.042596151,76.13513552,66.17185145,1499.430278346,3615.352363854,1405.6794217620002,247.09811135208668,201.3342205263138,213444,10.533400609156327,9.96328407,0.41473968117947446,0.9374753924530275,0.04262841352031242,21.748476109711575,0.16479466527100722,0.14322911538262098,14.113554251,142.30698697000003,1
857,3.742305246,6.523919013,5.405052212,77.32433546,74.49921591,3207.155595822,5590.9985941410005,4632.129745684,289.37126623542184,402.6721517466111,734449,14.00484855423912,2.8251195499999966,0.5736283152679419,1.4443105017867637,0.04839750869295723,13.78325300195028,0.09022676239180075,0.08693024016694255,15.671276471000002,151.82355137000002,0
816,3.778389874,12.06510091,1.336874016,87.97700677,69.42901767,3083.166137184,9845.12234256,1090.889197056,332.41143152459745,92.81784967942787,665856,14.276230039945737,18.54798910000001,0.3131668428650679,0.3538209943283914,0.042947469682964416,51.93381343735127,0.10781495914483462,0.08508458037367085,17.1803648,157.40602444,0
626,2.557805604,7.75692149,2.251041122,75.04795522,70.1549406,1601.1863081039999,4855.83285274,1409.1517423720002,191.95808043045707,157.92165620206737,391876,6.542369507853804,4.893014620000002,0.32974489654852795,0.8800669755405792,0.03408228195451316,31.165538802831872,0.11988491230050334,0.11206859502864443,12.565768216,145.20289582,0
1547,5.295897858,4.484989816,1.191805561,75.76470593,83.74958188,8192.753986326,6938.279245352,1843.723202867,401.24214384668693,99.81321741600883,2393209,28.04653412236899,-7.984875949999989,1.1808046159441679,0.22504311221874168,0.06989927200395495,70.27112001273838,0.04897524620622156,0.05413676911820505,10.972693235,159.51428780999998,1
1255,3.825834187,8.035709068,2.490516896,75.19466668,72.79198597,4801.421904685,10084.814880339998,3125.59870448,287.6823264644138,181.28967095167994,1575025,14.63700722641795,2.4026807099999985,0.47610405983104476,0.6509733886244379,0.05087906237289724,29.227650235684152,0.05991606901998719,0.05800158239999873,14.352060151,147.98665265,1
929,2.409217927,5.611066692,1.74372816,78.11984164,73.72072298,2238.163454183,5212.680956868,1619.92346064,188.20772293348907,128.54890063578515,863041,5.804331019778177,4.399118659999999,0.42936889363052083,0.723773228102321,0.030840025345447875,42.27762239177098,0.08409024925286303,0.0793549223903607,9.764012779,151.84056462,0
805,3.113242914,6.866136416,2.821270063,79.5932919,73.03530878,2506.16054577,5527.23981488,2271.122400715,247.7932520096086,206.05233020297504,648025,9.692281441571213,6.557983120000003,0.4534198378764286,0.9062155555216801,0.03911438766469229,25.887377408655606,0.09887365441133707,0.09072709153946945,12.800649393,152.62860067999998,1
888,2.056930842,5.730797236,2.729251557,76.63293192,84.09524819,1826.554587696,5088.947945568,2423.575382616,157.62864117913426,229.51708705885895,788544,4.230964488770828,-7.462316270000002,0.3589257128402592,1.3268556114850596,0.026841343057394232,30.812556344158075,0.08629834665957394,0.0947018559631736,10.516979635,160.72818011,0
898,2.960838327,6.211541487,1.498821835,76.62380143,75.1928998,2658.832817646,5577.964255326,1345.94200783,226.8706880343814,112.70076005720715,806404,8.766563598632159,1.430901629999994,0.4766671616907834,0.5062151874747778,0.03864123461772713,50.16797051934428,0.0853271729896134,0.08373374133214506,10.671201648999999,151.81670123,0
